"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
677 0.105454264675419 2 22 "GO:0000002" "mitochondrial genome maintenance" 0.669558979079632
711 0.374084781404955 2 6 "GO:0000012" "single strand break repair" 0.859106107910723
-147 0.593883779083387 2 51 "GO:0000018" "regulation of DNA recombination" 0.933039353225501
531 0.416126316809862 3 9 "GO:0000019" "regulation of mitotic recombination" 0.875697935446742
83 0.888650679778191 2 11 "GO:0000022" "mitotic spindle elongation" 0.991790580577666
-608 0.121657484362652 2 25 "GO:0000027" "ribosomal large subunit assembly" 0.678612462144302
-990 0.0506334337310194 2 15 "GO:0000028" "ribosomal small subunit assembly" 0.548380571780841
-1279 0.00447530041727416 5 19 "GO:0000038" "very long-chain fatty acid metabolic process" 0.30189406067853
-147 0.537732611429976 2 68 "GO:0000041" "transition metal ion transport" 0.915960990312818
165 0.603802175885592 2 38 "GO:0000045;GO:1905037" "autophagosome organization" 0.936242879105987
-369 0.572822247858587 3 9 "GO:0000050;GO:0019627;GO:0071941;GO:0006525" "arginine metabolic process" 0.926215340967936
-978 0.221472488258187 5 6 "GO:0000052" "citrulline metabolic process" 0.787034724183617
-72 0.894480313849338 2 13 "GO:0000054;GO:0033750;GO:0071428" "rRNA-containing ribonucleoprotein complex export from nucleus" 0.994198357916881
-43 0.953975396578057 2 7 "GO:0000055" "ribosomal large subunit export from nucleus" 0.997577004155202
-218 0.803428636452225 2 5 "GO:0000056" "ribosomal small subunit export from nucleus" 0.979879937935207
130 0.766709019295878 -1 20 "GO:0000060" "obsolete protein import into nucleus, translocation" 0.972825704478179
290 0.107495626339215 4 120 "GO:0000070;GO:0000819" "sister chromatid segregation" 0.673984335804328
-12 0.944742499541776 4 129 "GO:0000075;GO:0007093" "cell cycle checkpoint" 0.997577004155202
-605 0.231936581191139 2 15 "GO:0000076" "DNA replication checkpoint" 0.799638496360337
-151 0.464151953742523 7 91 "GO:0000077;GO:0031570" "DNA integrity checkpoint" 0.888766104838568
523 0.0509143876517399 6 54 "GO:0000079;GO:1904029" "regulation of cyclin-dependent protein kinase activity" 0.548380571780841
-221 0.300868588075363 5 85 "GO:0000082;GO:0044843" "cell cycle G1/S phase transition" 0.823997083630335
-883 0.0811368352530588 6 15 "GO:0000083" "regulation of transcription involved in G1/S transition of mitotic cell cycle" 0.624491010299252
-216 0.3650182967624 2 68 "GO:0000086;GO:0044839" "cell cycle G2/M phase transition" 0.855836450407319
-442 0.225741572481341 4 29 "GO:0000096" "sulfur amino acid metabolic process" 0.79342565243128
-581 0.251015458512543 5 15 "GO:0000097;GO:0009086" "sulfur amino acid biosynthetic process" 0.807950516214939
190 0.759830152461345 4 10 "GO:0000098" "sulfur amino acid catabolic process" 0.972825704478179
-162 0.793626029673907 2 10 "GO:0000101;GO:0015811" "sulfur amino acid transport" 0.979146401191881
331 0.000695120174555534 2 429 "GO:0000122" "negative regulation of transcription by RNA polymerase II" 0.174653944885368
349 0.364171570022176 3 26 "GO:0000154" "rRNA modification" 0.854925207779523
73 0.62632128790659 7 174 "GO:0000165;GO:0023014" "signal transduction by protein phosphorylation" 0.94204078204376
681 0.325984646957261 4 8 "GO:0000183" "chromatin silencing at rDNA" 0.83286976222678
-1042 4.67330339186275e-06 2 75 "GO:0000184" "nuclear-transcribed mRNA catabolic process, nonsense-mediated decay" 0.00327072821137994
-299 0.582053495336104 3 13 "GO:0000185" "activation of MAPKKK activity" 0.930056369973415
2 0.996260902214965 3 31 "GO:0000186" "activation of MAPKK activity" 0.999214263233913
-88 0.686011165878756 2 82 "GO:0000187" "activation of MAPK activity" 0.954509169739898
-210 0.734989955293029 9 10 "GO:0000188" "inactivation of MAPK activity" 0.966909213731161
123 0.409230548994906 2 176 "GO:0000209" "protein polyubiquitination" 0.874535054894076
177 0.542121296547346 2 46 "GO:0000212" "meiotic spindle organization" 0.916732932974453
202 0.0476712313639004 3 392 "GO:0000226" "microtubule cytoskeleton organization" 0.536977372441024
644 0.255163928962319 3 12 "GO:0000244" "spliceosomal tri-snRNP complex assembly" 0.810021223399251
441 0.161367590266426 2 39 "GO:0000245" "spliceosomal complex assembly" 0.732983332497379
128 0.813588287026474 2 13 "GO:0000266" "mitochondrial fission" 0.981880879424153
-92 0.798196293432252 2 30 "GO:0000271;GO:0033692;GO:0034637" "cellular carbohydrate biosynthetic process" 0.979146401191881
-595 0.0970845203220098 2 30 "GO:0000272;GO:0044247;GO:0044275" "cellular carbohydrate catabolic process" 0.648801270450695
301 0.00884192020732199 2 305 "GO:0000280;GO:0048285" "organelle fission" 0.375044782127241
-85 0.6689534273559 2 98 "GO:0000281" "mitotic cytokinesis" 0.953486103055945
-110 0.698517603438303 2 48 "GO:0000288" "nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay" 0.958108785313831
277 0.54849982247377 2 18 "GO:0000289" "nuclear-transcribed mRNA poly(A) tail shortening" 0.9183763474972
-17 0.981827930906455 2 7 "GO:0000290" "deadenylation-dependent decapping of nuclear-transcribed mRNA" 0.998854574158734
-282 0.416018322765123 2 32 "GO:0000291;GO:0043928" "nuclear-transcribed mRNA catabolic process, exonucleolytic" 0.875697935446742
147 0.397321008157802 2 130 "GO:0000302" "response to reactive oxygen species" 0.867154849006546
-325 0.494375990297101 2 17 "GO:0000303;GO:0000305" "response to oxygen radical" 0.902110823706875
-729 0.26483741299772 7 9 "GO:0000338" "protein deneddylation" 0.814110405566606
171 0.124332522265598 2 325 "GO:0000375;GO:0008380;GO:0000377;GO:0000398;GO:0006397" "mRNA processing" 0.678612462144302
1295 0.0284590682640145 2 11 "GO:0000380" "alternative mRNA splicing, via spliceosome" 0.476018670871415
436 0.120253249692721 3 49 "GO:0000381" "regulation of alternative mRNA splicing, via spliceosome" 0.678612462144302
160 0.643980145066781 2 32 "GO:0000387" "spliceosomal snRNP assembly" 0.94779110548296
628 0.3647280547891 2 8 "GO:0000389" "mRNA 3'-splice site recognition" 0.855514193030654
456 0.568761859600123 2 6 "GO:0000393" "spliceosomal conformational changes to generate catalytic conformation" 0.924571660736697
806 0.193674160247988 2 10 "GO:0000394;GO:0006388" "RNA splicing, via endonucleolytic cleavage and ligation" 0.762776063651005
67 0.928019410203623 2 7 "GO:0000395" "mRNA 5'-splice site recognition" 0.99692645390063
-998 0.014722397434483 2 23 "GO:0000413" "protein peptidyl-prolyl isomerization" 0.420009146490045
-57 0.938762711049068 2 7 "GO:0000414" "regulation of histone H3-K36 methylation" 0.997577004155202
247 0.512496797331644 3 27 "GO:0000422;GO:0061726" "autophagy of mitochondrion" 0.906052910723042
1559 0.0513997530988375 2 6 "GO:0000423" "mitophagy" 0.55026236634874
-182 0.793380797915155 2 8 "GO:0000447" "endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)" 0.979146401191881
-2 0.997997821379326 3 7 "GO:0000459;GO:0000467" "exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)" 0.999438578933434
-287 0.415414593624458 2 31 "GO:0000460" "maturation of 5.8S rRNA" 0.875697935446742
12 0.971500885994073 5 35 "GO:0000462" "maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)" 0.997863651685212
-91 0.878316107674355 2 11 "GO:0000463" "maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)" 0.989313148428461
-77 0.857545201065654 4 21 "GO:0000466" "maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)" 0.986597626415772
187 0.626829704852584 2 26 "GO:0000469" "cleavage involved in rRNA processing" 0.94204078204376
-128 0.750177943491009 9 24 "GO:0000470" "maturation of LSU-rRNA" 0.97064209948194
148 0.763557376347503 2 16 "GO:0000478;GO:0000479" "endonucleolytic cleavage involved in rRNA processing" 0.972825704478179
-396 0.651159066095046 2 5 "GO:0000480" "endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)" 0.951260578090538
-379 0.540983182950956 2 10 "GO:0000491;GO:0000492" "small nucleolar ribonucleoprotein complex assembly" 0.916732932974453
346 0.0713454588495519 2 106 "GO:0000578;GO:0007351;GO:0008595" "embryonic axis specification" 0.604026657997234
-1346 0.0925477840923083 2 6 "GO:0000706" "meiotic DNA double-strand break processing" 0.637373327128038
-1492 0.062306215644613 3 6 "GO:0000707" "meiotic DNA recombinase assembly" 0.590086409494368
809 0.355991220578046 6 5 "GO:0000711" "meiotic DNA repair synthesis" 0.850700429663905
-83 0.866026294879071 2 16 "GO:0000712" "resolution of meiotic recombination intermediates" 0.987805881787313
-103 0.839606027127897 3 15 "GO:0000715" "nucleotide-excision repair, DNA damage recognition" 0.983863898877682
-330 0.529033824990098 2 14 "GO:0000722" "telomere maintenance via recombination" 0.913789774662137
-212 0.35800832945875 2 73 "GO:0000723;GO:0032200" "telomere organization" 0.850799672281787
-118 0.589008217858714 2 81 "GO:0000724;GO:0000725" "double-strand break repair via homologous recombination" 0.932640387698244
-161 0.566570554054572 2 49 "GO:0000726;GO:0006303" "non-recombinational repair" 0.923770684959682
-17 0.984877904535148 3 5 "GO:0000727" "double-strand break repair via break-induced replication" 0.998854574158734
-679 0.104694181264645 5 22 "GO:0000729" "DNA double-strand break processing" 0.669558979079632
-1199 0.0836962480000509 2 8 "GO:0000730;GO:0090735;GO:0042148" "DNA recombinase assembly" 0.628520081689852
-17 0.954600162578758 2 41 "GO:0000731" "DNA synthesis involved in DNA repair" 0.997577004155202
494 0.537239967001329 3 6 "GO:0000733" "DNA strand renaturation" 0.915960990312818
-67 0.866627320749081 2 24 "GO:0000737;GO:0006308" "DNA catabolic process" 0.987805881787313
545 0.461839046085995 2 7 "GO:0000741;GO:0007344" "karyogamy" 0.888417692930399
-66 0.78593668996601 3 66 "GO:0000768;GO:0006949;GO:0140253;GO:0007520" "syncytium formation" 0.976020134380535
73 0.93393531611328 2 5 "GO:0000820" "regulation of glutamine family amino acid metabolic process" 0.997577004155202
126 0.112379773917886 3 682 "GO:0000902;GO:0031175" "cell morphogenesis" 0.678612462144302
100 0.243836098163292 4 564 "GO:0000904;GO:0048812;GO:0120039;GO:0048858;GO:0032990;GO:0048667" "cell morphogenesis involved in differentiation" 0.806805270163902
359 0.478702448254716 2 15 "GO:0000912;GO:0000915" "assembly of actomyosin apparatus involved in cytokinesis" 0.89626130806424
232 0.722723633672689 4 9 "GO:0000916;GO:0036213" "contractile ring contraction" 0.963597516315591
619 0.295273608686767 2 11 "GO:0000920" "septum digestion after cytokinesis" 0.819864719758945
