name	term	lev	seq	value
"GTPase inhibitor activity"	GO:0005095	2	Acropora_006875	0
"GTPase inhibitor activity"	GO:0005095	2	Acropora_022984	0
"GTPase inhibitor activity"	GO:0005095	2	Acropora_022298	0
"GTPase inhibitor activity"	GO:0005095	2	Acropora_006893	0
"GTPase inhibitor activity"	GO:0005095	2	Acropora_013626	0
"GTPase inhibitor activity"	GO:0005095	2	Acropora_000981	0
"GTPase inhibitor activity"	GO:0005095	2	Acropora_015959	0
"GTPase inhibitor activity"	GO:0005095	2	Acropora_013852	0
"oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water"	GO:0004768;GO:0016215;GO:0016717;GO:0032896	4	Acropora_027890	0
"oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water"	GO:0004768;GO:0016215;GO:0016717;GO:0032896	4	Acropora_027897	0
"oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water"	GO:0004768;GO:0016215;GO:0016717;GO:0032896	4	Acropora_003446	0
"oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water"	GO:0004768;GO:0016215;GO:0016717;GO:0032896	4	Acropora_027895	0
"oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water"	GO:0004768;GO:0016215;GO:0016717;GO:0032896	4	Acropora_027892	0
"oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water"	GO:0004768;GO:0016215;GO:0016717;GO:0032896	4	Acropora_027896	0
"organic anion transmembrane transporter activity"	GO:0008514	2	Acropora_003288	0
"organic anion transmembrane transporter activity"	GO:0008514	2	Acropora_031957	0
"organic anion transmembrane transporter activity"	GO:0008514	2	Acropora_002342	0
"organic anion transmembrane transporter activity"	GO:0008514	2	Acropora_021757	0
"organic anion transmembrane transporter activity"	GO:0008514	2	Acropora_010476	0
"organic anion transmembrane transporter activity"	GO:0008514	2	Acropora_023497	0
"organic anion transmembrane transporter activity"	GO:0008514	2	Acropora_021737	0
"organic anion transmembrane transporter activity"	GO:0008514	2	Acropora_008880	0
"organic anion transmembrane transporter activity"	GO:0008514	2	Acropora_026125	0
"organic anion transmembrane transporter activity"	GO:0008514	2	Acropora_003058	0
"organic anion transmembrane transporter activity"	GO:0008514	2	Acropora_021482	0
"organic anion transmembrane transporter activity"	GO:0008514	2	Acropora_017964	0
"organic anion transmembrane transporter activity"	GO:0008514	2	Acropora_002610	0
"organic anion transmembrane transporter activity"	GO:0008514	2	Acropora_002619	0
"organic anion transmembrane transporter activity"	GO:0008514	2	Acropora_029467	0
"organic anion transmembrane transporter activity"	GO:0008514	2	Acropora_029309	0
"organic anion transmembrane transporter activity"	GO:0008514	2	Acropora_031404	0
"organic anion transmembrane transporter activity"	GO:0008514	2	Acropora_022754	0
"organic anion transmembrane transporter activity"	GO:0008514	2	Acropora_017335	0
"organic anion transmembrane transporter activity"	GO:0008514	2	Acropora_006886	0
"organic anion transmembrane transporter activity"	GO:0008514	2	Acropora_019953	0
"organic anion transmembrane transporter activity"	GO:0008514	2	Acropora_023141	0
"organic anion transmembrane transporter activity"	GO:0008514	2	Acropora_004201	0
"organic anion transmembrane transporter activity"	GO:0008514	2	Acropora_002452	0
"organic anion transmembrane transporter activity"	GO:0008514	2	Acropora_002609	0
"organic anion transmembrane transporter activity"	GO:0008514	2	Acropora_011523	0
"organic anion transmembrane transporter activity"	GO:0008514	2	Acropora_011522	0
"organic anion transmembrane transporter activity"	GO:0008514	2	Acropora_010262	0
"organic anion transmembrane transporter activity"	GO:0008514	2	Acropora_009037	0
"organic anion transmembrane transporter activity"	GO:0008514	2	Acropora_021481	0
"organic anion transmembrane transporter activity"	GO:0008514	2	Acropora_008501	0
"organic anion transmembrane transporter activity"	GO:0008514	2	Acropora_021275	0
"organic anion transmembrane transporter activity"	GO:0008514	2	Acropora_020555	0
"organic anion transmembrane transporter activity"	GO:0008514	2	Acropora_016056	0
"organic anion transmembrane transporter activity"	GO:0008514	2	Acropora_008448	0
"organic anion transmembrane transporter activity"	GO:0008514	2	Acropora_013489	0
"organic anion transmembrane transporter activity"	GO:0008514	2	Acropora_032577	0
"organic anion transmembrane transporter activity"	GO:0008514	2	Acropora_008060	0
"organic anion transmembrane transporter activity"	GO:0008514	2	Acropora_009968	0
"organic anion transmembrane transporter activity"	GO:0008514	2	Acropora_026681	0
"organic anion transmembrane transporter activity"	GO:0008514	2	Acropora_014933	0
"organic anion transmembrane transporter activity"	GO:0008514	2	Acropora_007480	0
"organic anion transmembrane transporter activity"	GO:0008514	2	Acropora_002265	0
"organic anion transmembrane transporter activity"	GO:0008514	2	Acropora_003555	0
"organic anion transmembrane transporter activity"	GO:0008514	2	Acropora_020587	0
"organic anion transmembrane transporter activity"	GO:0008514	2	Acropora_031403	0
"organic anion transmembrane transporter activity"	GO:0008514	2	Acropora_002608	0
"organic anion transmembrane transporter activity"	GO:0008514	2	Acropora_014727	0
"organic anion transmembrane transporter activity"	GO:0008514	2	Acropora_011051	0
"organic anion transmembrane transporter activity"	GO:0008514	2	Acropora_030942	0
"organic anion transmembrane transporter activity"	GO:0008514	2	Acropora_021736	0
"organic anion transmembrane transporter activity"	GO:0008514	2	Acropora_004200	0
"organic anion transmembrane transporter activity"	GO:0008514	2	Acropora_010234	0
"organic anion transmembrane transporter activity"	GO:0008514	2	Acropora_026261	0
"organic anion transmembrane transporter activity"	GO:0008514	2	Acropora_003221	0
"organic anion transmembrane transporter activity"	GO:0008514	2	Acropora_031412	0
"organic anion transmembrane transporter activity"	GO:0008514	2	Acropora_006714	0
"organic anion transmembrane transporter activity"	GO:0008514	2	Acropora_020556	0
"organic anion transmembrane transporter activity"	GO:0008514	2	Acropora_020102	0
"organic anion transmembrane transporter activity"	GO:0008514	2	Acropora_004389	0
