"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
-85 0.868646496413195 2 10 "GO:0000109" "nucleotide-excision repair complex" 0.992813724871028
-41 0.871831129091577 2 41 "GO:0000118" "histone deacetylase complex" 0.992813724871028
124 0.500614612580931 3 79 "GO:0000123;GO:0031248;GO:1902493" "protein acetyltransferase complex" 0.832303634653246
671 0.151530354214482 5 12 "GO:0000124" "SAGA complex" 0.534651691614027
242 0.692937042290829 3 7 "GO:0000125" "PCAF complex" 0.904167213513103
-151 0.746713809307346 3 12 "GO:0000137" "Golgi cis cisterna" 0.929073393888501
391 0.334677249251285 3 16 "GO:0000138" "Golgi trans cisterna" 0.732494775593977
61 0.514910333997432 2 311 "GO:0000139" "Golgi membrane" 0.841573879221609
87 0.864953267551089 4 10 "GO:0000145" "exocyst" 0.992813724871028
133 0.239638966129494 2 213 "GO:0000151" "ubiquitin ligase complex" 0.65252904624605
-232 0.457031734026939 4 27 "GO:0000152" "nuclear ubiquitin ligase complex" 0.815361779015196
359 0.462369903943547 4 11 "GO:0000153" "cytoplasmic ubiquitin ligase complex" 0.821212920333831
32 0.95001407381195 2 10 "GO:0000159" "protein phosphatase type 2A complex" 0.997696465393958
-871 0.106544359668492 3 9 "GO:0000164" "protein phosphatase type 1 complex" 0.460077916750306
335 0.439706571002466 4 14 "GO:0000176;GO:0000178;GO:1905354" "exosome (RNase complex)" 0.790928277622629
311 0.564120498310972 3 9 "GO:0000177" "cytoplasmic exosome (RNase complex)" 0.859181520473625
-711 0.282395335753771 4 6 "GO:0000221;GO:0033180" "proton-transporting V-type ATPase, V1 domain" 0.681595907411261
-85 0.350979641699649 4 336 "GO:0000228;GO:0044454" "nuclear chromosome" 0.738904508841366
71 0.894948423848239 2 9 "GO:0000235" "astral microtubule" 0.992813724871028
261 0.547155815529794 3 14 "GO:0000242" "pericentriolar material" 0.859181520473625
875 0.152642830448846 3 7 "GO:0000243" "commitment complex" 0.534651691614027
1259 0.0569206950707995 3 6 "GO:0000275;GO:0045261" "proton-transporting ATP synthase complex, catalytic core F(1)" 0.35458793650662
631 0.339551470540338 3 6 "GO:0000276;GO:0045263" "proton-transporting ATP synthase complex, coupling factor F(o)" 0.738904508841366
-402 0.267886410019842 2 20 "GO:0000307" "cyclin-dependent protein kinase holoenzyme complex" 0.67192630896066
184 0.418600252223256 4 51 "GO:0000313;GO:0005761" "mitochondrial ribosome" 0.783586679038607
-219 0.555187405259712 4 19 "GO:0000314;GO:0005763" "mitochondrial small ribosomal subunit" 0.859181520473625
386 0.185508650263698 4 31 "GO:0000315;GO:0005762" "mitochondrial large ribosomal subunit" 0.586839078775404
-357 0.410248027217183 4 14 "GO:0000322" "storage vacuole" 0.779471251712648
146 0.0778614848102219 4 414 "GO:0000323;GO:0005773;GO:0005764" "vacuole" 0.41380928990048
-41 0.933185957717995 2 11 "GO:0000324;GO:0000329" "fungal-type vacuole" 0.992813724871028
-185 0.74715464756821 2 8 "GO:0000346;GO:0000347;GO:0000445" "transcription export complex" 0.929073393888501
-748 0.044338831196584 2 19 "GO:0000407" "phagophore assembly site" 0.331939788756234
-44 0.916460566560949 4 15 "GO:0000421" "autophagosome membrane" 0.992813724871028
-196 0.200388985220383 2 114 "GO:0000428;GO:0030880;GO:0016591;GO:0055029" "RNA polymerase complex" 0.601959006986131
8 0.989091098866817 2 7 "GO:0000439" "transcription factor TFIIH core complex" 0.997696465393958
540 0.0187752625502209 2 50 "GO:0000502;GO:1905369" "endopeptidase complex" 0.254631989315337
1007 0.0998634437023504 2 7 "GO:0000506" "glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex" 0.455290629598885
-62 0.68983400487265 3 111 "GO:0000775" "chromosome, centromeric region" 0.904167213513103
-80 0.667899660055307 3 77 "GO:0000776" "kinetochore" 0.904167213513103
-290 0.320560205442437 4 31 "GO:0000777" "condensed chromosome kinetochore" 0.718777951635051
-369 0.47170836318223 5 10 "GO:0000778" "condensed nuclear chromosome kinetochore" 0.822900194928664
-282 0.261035908567727 6 42 "GO:0000779" "condensed chromosome, centromeric region" 0.665729162790176
-61 0.872212704291988 2 18 "GO:0000780" "condensed nuclear chromosome, centromeric region" 0.992813724871028
-158 0.492173288973432 3 50 "GO:0000781" "chromosome, telomeric region" 0.83122599915513
-61 0.926289712921377 3 6 "GO:0000782;GO:0000783" "nuclear telomere cap complex" 0.992813724871028
-317 0.247296842160625 2 35 "GO:0000784" "nuclear chromosome, telomeric region" 0.65849888558598
-114 0.221284032617395 2 322 "GO:0000785" "chromatin" 0.627521883541866
120 0.690268041098251 2 29 "GO:0000786" "nucleosome" 0.904167213513103
7 0.984208221148787 3 21 "GO:0000788" "nuclear nucleosome" 0.997696465393958
-52 0.652107422770533 2 206 "GO:0000790" "nuclear chromatin" 0.904167213513103
-293 0.315221433905202 2 31 "GO:0000791;GO:0005719" "euchromatin" 0.713000862404624
-109 0.65381818483224 2 45 "GO:0000792" "heterochromatin" 0.904167213513103
-235 0.11049114690419 5 124 "GO:0000793" "condensed chromosome" 0.466518175817691
-162 0.402693132366727 2 71 "GO:0000794" "condensed nuclear chromosome" 0.776512949991249
-137 0.719506102282542 4 18 "GO:0000795;GO:0099086" "synaptonemal complex" 0.912751663849007
-740 0.129786901303243 2 11 "GO:0000796" "condensin complex" 0.498940920804165
17 0.98091905727109 3 5 "GO:0000799" "nuclear condensin complex" 0.997696465393958
-8 0.990023432715807 2 7 "GO:0000800" "lateral element" 0.997696465393958
