gene,annot,Sample_ID,norm_expression,log2FoldChange,Date_Sampled,Location,Genotype,Replicate
Acropora_000389,Lipoxygenase,Acer_1089,2.306146222930221,0.04428617063173869,2021-10-26T00:00:00Z,CCC,MiamiBeach_C,3
Acropora_000389,Lipoxygenase,Acer_1090,0,0.04428617063173869,2021-10-26T00:00:00Z,CCC,SunnyIsles_E,3
Acropora_000389,Lipoxygenase,Acer_1091,14.17263899796769,0.04428617063173869,2021-10-26T00:00:00Z,CCC,Cheetos_B,2
Acropora_000389,Lipoxygenase,Acer_1092,0,0.04428617063173869,2021-10-26T00:00:00Z,CCC,Cheetos_B,3
Acropora_000389,Lipoxygenase,Acer_1099,30.438510162443777,0.04428617063173869,2021-10-26T00:00:00Z,CCC,Cheetos_B,1
Acropora_000389,Lipoxygenase,Acer_2263,0,0.04428617063173869,2021-11-03T00:00:00Z,nursery,Cheetos_B,1
Acropora_000389,Lipoxygenase,Acer_2265,0,0.04428617063173869,2021-11-03T00:00:00Z,nursery,Cheetos_B,3
Acropora_000389,Lipoxygenase,Acer_2266,0,0.04428617063173869,2021-11-03T00:00:00Z,nursery,SunnyIsles_E,1
Acropora_000389,Lipoxygenase,Acer_2267,0,0.04428617063173869,2021-11-03T00:00:00Z,nursery,SunnyIsles_E,2
Acropora_000389,Lipoxygenase,Acer_2268,0,0.04428617063173869,2021-11-03T00:00:00Z,nursery,SunnyIsles_E,3
Acropora_000389,Lipoxygenase,Acer_2382,0,0.04428617063173869,2021-11-03T00:00:00Z,nursery,MiamiBeach_C,1
Acropora_000389,Lipoxygenase,Acer_2384,0,0.04428617063173869,2021-11-03T00:00:00Z,nursery,MiamiBeach_C,3
Acropora_000447,snRNA transcription by RNA polymerase III,Acer_1089,1218.4139211148001,2.1045097551387397,2021-10-26T00:00:00Z,CCC,MiamiBeach_C,3
Acropora_000447,snRNA transcription by RNA polymerase III,Acer_1090,984.8831276244717,2.1045097551387397,2021-10-26T00:00:00Z,CCC,SunnyIsles_E,3
Acropora_000447,snRNA transcription by RNA polymerase III,Acer_1091,1051.0130709545513,2.1045097551387397,2021-10-26T00:00:00Z,CCC,Cheetos_B,2
Acropora_000447,snRNA transcription by RNA polymerase III,Acer_1092,354.16643285895793,2.1045097551387397,2021-10-26T00:00:00Z,CCC,Cheetos_B,3
Acropora_000447,snRNA transcription by RNA polymerase III,Acer_1099,2379.0098732225792,2.1045097551387397,2021-10-26T00:00:00Z,CCC,Cheetos_B,1
Acropora_000447,snRNA transcription by RNA polymerase III,Acer_2263,137.54559307238975,2.1045097551387397,2021-11-03T00:00:00Z,nursery,Cheetos_B,1
Acropora_000447,snRNA transcription by RNA polymerase III,Acer_2265,295.8088200370381,2.1045097551387397,2021-11-03T00:00:00Z,nursery,Cheetos_B,3
Acropora_000447,snRNA transcription by RNA polymerase III,Acer_2266,397.8877752114103,2.1045097551387397,2021-11-03T00:00:00Z,nursery,SunnyIsles_E,1
Acropora_000447,snRNA transcription by RNA polymerase III,Acer_2267,276.8508741776247,2.1045097551387397,2021-11-03T00:00:00Z,nursery,SunnyIsles_E,2
Acropora_000447,snRNA transcription by RNA polymerase III,Acer_2268,305.1286079581665,2.1045097551387397,2021-11-03T00:00:00Z,nursery,SunnyIsles_E,3
Acropora_000447,snRNA transcription by RNA polymerase III,Acer_2382,188.09997866332515,2.1045097551387397,2021-11-03T00:00:00Z,nursery,MiamiBeach_C,1
Acropora_000447,snRNA transcription by RNA polymerase III,Acer_2384,226.50002109409746,2.1045097551387397,2021-11-03T00:00:00Z,nursery,MiamiBeach_C,3
Acropora_000669,G-protein coupled receptor activity,Acer_1089,63.03466342675937,0.2265432590195733,2021-10-26T00:00:00Z,CCC,MiamiBeach_C,3
Acropora_000669,G-protein coupled receptor activity,Acer_1090,12.825756973862209,0.2265432590195733,2021-10-26T00:00:00Z,CCC,SunnyIsles_E,3
Acropora_000669,G-protein coupled receptor activity,Acer_1091,39.53420352064671,0.2265432590195733,2021-10-26T00:00:00Z,CCC,Cheetos_B,2
Acropora_000669,G-protein coupled receptor activity,Acer_1092,28.91154553950677,0.2265432590195733,2021-10-26T00:00:00Z,CCC,Cheetos_B,3
Acropora_000669,G-protein coupled receptor activity,Acer_1099,1.6020268506549356,0.2265432590195733,2021-10-26T00:00:00Z,CCC,Cheetos_B,1
Acropora_000669,G-protein coupled receptor activity,Acer_2263,0,0.2265432590195733,2021-11-03T00:00:00Z,nursery,Cheetos_B,1
Acropora_000669,G-protein coupled receptor activity,Acer_2265,23.182509407291388,0.2265432590195733,2021-11-03T00:00:00Z,nursery,Cheetos_B,3
Acropora_000669,G-protein coupled receptor activity,Acer_2266,3.959082340412043,0.2265432590195733,2021-11-03T00:00:00Z,nursery,SunnyIsles_E,1
Acropora_000669,G-protein coupled receptor activity,Acer_2267,0,0.2265432590195733,2021-11-03T00:00:00Z,nursery,SunnyIsles_E,2
Acropora_000669,G-protein coupled receptor activity,Acer_2268,4.830532052108177,0.2265432590195733,2021-11-03T00:00:00Z,nursery,SunnyIsles_E,3
Acropora_000669,G-protein coupled receptor activity,Acer_2382,3.6524267701616533,0.2265432590195733,2021-11-03T00:00:00Z,nursery,MiamiBeach_C,1
Acropora_000669,G-protein coupled receptor activity,Acer_2384,9.847827004091194,0.2265432590195733,2021-11-03T00:00:00Z,nursery,MiamiBeach_C,3
Acropora_000713,calcium ion binding,Acer_1089,375.90183433762604,0.861555796429308,2021-10-26T00:00:00Z,CCC,MiamiBeach_C,3
Acropora_000713,calcium ion binding,Acer_1090,308.49320721342264,0.861555796429308,2021-10-26T00:00:00Z,CCC,SunnyIsles_E,3
Acropora_000713,calcium ion binding,Acer_1091,298.37134732563555,0.861555796429308,2021-10-26T00:00:00Z,CCC,Cheetos_B,2
Acropora_000713,calcium ion binding,Acer_1092,204.18779037276656,0.861555796429308,2021-10-26T00:00:00Z,CCC,Cheetos_B,3
Acropora_000713,calcium ion binding,Acer_1099,237.09997389693046,0.861555796429308,2021-10-26T00:00:00Z,CCC,Cheetos_B,1
Acropora_000713,calcium ion binding,Acer_2263,86.77372985774923,0.861555796429308,2021-11-03T00:00:00Z,nursery,Cheetos_B,1
Acropora_000713,calcium ion binding,Acer_2265,238.31619670695548,0.861555796429308,2021-11-03T00:00:00Z,nursery,Cheetos_B,3
Acropora_000713,calcium ion binding,Acer_2266,101.61644673724244,0.861555796429308,2021-11-03T00:00:00Z,nursery,SunnyIsles_E,1
Acropora_000713,calcium ion binding,Acer_2267,157.22395323667573,0.861555796429308,2021-11-03T00:00:00Z,nursery,SunnyIsles_E,2
Acropora_000713,calcium ion binding,Acer_2268,220.5942970462734,0.861555796429308,2021-11-03T00:00:00Z,nursery,SunnyIsles_E,3
Acropora_000713,calcium ion binding,Acer_2382,65.74368186290977,0.861555796429308,2021-11-03T00:00:00Z,nursery,MiamiBeach_C,1
Acropora_000713,calcium ion binding,Acer_2384,85.34783403545701,0.861555796429308,2021-11-03T00:00:00Z,nursery,MiamiBeach_C,3
Acropora_000747,negative regulation of smooth muscle cell differentiation,Acer_1089,36.12962415924013,0.12364514321975523,2021-10-26T00:00:00Z,CCC,MiamiBeach_C,3
Acropora_000747,negative regulation of smooth muscle cell differentiation,Acer_1090,32.401912355020315,0.12364514321975523,2021-10-26T00:00:00Z,CCC,SunnyIsles_E,3
Acropora_000747,negative regulation of smooth muscle cell differentiation,Acer_1091,34.31270494244809,0.12364514321975523,2021-10-26T00:00:00Z,CCC,Cheetos_B,2
Acropora_000747,negative regulation of smooth muscle cell differentiation,Acer_1092,19.876687558410904,0.12364514321975523,2021-10-26T00:00:00Z,CCC,Cheetos_B,3
Acropora_000747,negative regulation of smooth muscle cell differentiation,Acer_1099,1.6020268506549356,0.12364514321975523,2021-10-26T00:00:00Z,CCC,Cheetos_B,1
Acropora_000747,negative regulation of smooth muscle cell differentiation,Acer_2263,32.309367500225775,0.12364514321975523,2021-11-03T00:00:00Z,nursery,Cheetos_B,1
Acropora_000747,negative regulation of smooth muscle cell differentiation,Acer_2265,12.054904891791521,0.12364514321975523,2021-11-03T00:00:00Z,nursery,Cheetos_B,3
Acropora_000747,negative regulation of smooth muscle cell differentiation,Acer_2266,9.897705851030107,0.12364514321975523,2021-11-03T00:00:00Z,nursery,SunnyIsles_E,1
Acropora_000747,negative regulation of smooth muscle cell differentiation,Acer_2267,9.570153675275915,0.12364514321975523,2021-11-03T00:00:00Z,nursery,SunnyIsles_E,2
Acropora_000747,negative regulation of smooth muscle cell differentiation,Acer_2268,29.788280988000423,0.12364514321975523,2021-11-03T00:00:00Z,nursery,SunnyIsles_E,3
Acropora_000747,negative regulation of smooth muscle cell differentiation,Acer_2382,7.304853540323307,0.12364514321975523,2021-11-03T00:00:00Z,nursery,MiamiBeach_C,1
Acropora_000747,negative regulation of smooth muscle cell differentiation,Acer_2384,18.054349507500522,0.12364514321975523,2021-11-03T00:00:00Z,nursery,MiamiBeach_C,3
Acropora_000753,negative regulation of smooth muscle cell differentiation,Acer_1089,36.898339566883536,0.15135708964498218,2021-10-26T00:00:00Z,CCC,MiamiBeach_C,3
Acropora_000753,negative regulation of smooth muscle cell differentiation,Acer_1090,24.97647410699483,0.15135708964498218,2021-10-26T00:00:00Z,CCC,SunnyIsles_E,3
Acropora_000753,negative regulation of smooth muscle cell differentiation,Acer_1091,24.615636154364935,0.15135708964498218,2021-10-26T00:00:00Z,CCC,Cheetos_B,2
Acropora_000753,negative regulation of smooth muscle cell differentiation,Acer_1092,23.49063075084925,0.15135708964498218,2021-10-26T00:00:00Z,CCC,Cheetos_B,3
Acropora_000753,negative regulation of smooth muscle cell differentiation,Acer_1099,0,0.15135708964498218,2021-10-26T00:00:00Z,CCC,Cheetos_B,1
Acropora_000753,negative regulation of smooth muscle cell differentiation,Acer_2263,17.539370928693995,0.15135708964498218,2021-11-03T00:00:00Z,nursery,Cheetos_B,1
Acropora_000753,negative regulation of smooth muscle cell differentiation,Acer_2265,0,0.15135708964498218,2021-11-03T00:00:00Z,nursery,Cheetos_B,3
Acropora_000753,negative regulation of smooth muscle cell differentiation,Acer_2266,4.618929397147384,0.15135708964498218,2021-11-03T00:00:00Z,nursery,SunnyIsles_E,1
Acropora_000753,negative regulation of smooth muscle cell differentiation,Acer_2267,2.734329621507404,0.15135708964498218,2021-11-03T00:00:00Z,nursery,SunnyIsles_E,2
Acropora_000753,negative regulation of smooth muscle cell differentiation,Acer_2268,0,0.15135708964498218,2021-11-03T00:00:00Z,nursery,SunnyIsles_E,3
Acropora_000753,negative regulation of smooth muscle cell differentiation,Acer_2382,14.609707080646613,0.15135708964498218,2021-11-03T00:00:00Z,nursery,MiamiBeach_C,1
Acropora_000753,negative regulation of smooth muscle cell differentiation,Acer_2384,0,0.15135708964498218,2021-11-03T00:00:00Z,nursery,MiamiBeach_C,3
Acropora_000864,animal organ morphogenesis,Acer_1089,46.12292445860442,0.08545294012139955,2021-10-26T00:00:00Z,CCC,MiamiBeach_C,3
Acropora_000864,animal organ morphogenesis,Acer_1090,35.77711155866827,0.08545294012139955,2021-10-26T00:00:00Z,CCC,SunnyIsles_E,3
Acropora_000864,animal organ morphogenesis,Acer_1091,47.73941557210169,0.08545294012139955,2021-10-26T00:00:00Z,CCC,Cheetos_B,2
Acropora_000864,animal organ morphogenesis,Acer_1092,0,0.08545294012139955,2021-10-26T00:00:00Z,CCC,Cheetos_B,3
Acropora_000864,animal organ morphogenesis,Acer_1099,0,0.08545294012139955,2021-10-26T00:00:00Z,CCC,Cheetos_B,1
Acropora_000864,animal organ morphogenesis,Acer_2263,0,0.08545294012139955,2021-11-03T00:00:00Z,nursery,Cheetos_B,1
Acropora_000864,animal organ morphogenesis,Acer_2265,0,0.08545294012139955,2021-11-03T00:00:00Z,nursery,Cheetos_B,3
Acropora_000864,animal organ morphogenesis,Acer_2266,31.672658723296344,0.08545294012139955,2021-11-03T00:00:00Z,nursery,SunnyIsles_E,1
Acropora_000864,animal organ morphogenesis,Acer_2267,0,0.08545294012139955,2021-11-03T00:00:00Z,nursery,SunnyIsles_E,2
Acropora_000864,animal organ morphogenesis,Acer_2268,0,0.08545294012139955,2021-11-03T00:00:00Z,nursery,SunnyIsles_E,3
Acropora_000864,animal organ morphogenesis,Acer_2382,0,0.08545294012139955,2021-11-03T00:00:00Z,nursery,MiamiBeach_C,1
Acropora_000864,animal organ morphogenesis,Acer_2384,0,0.08545294012139955,2021-11-03T00:00:00Z,nursery,MiamiBeach_C,3
Acropora_001309,"N-alpha-acetyltransferase 35, NatC auxiliary subunit",Acer_1089,371.28954189176557,0.511475268663525,2021-10-26T00:00:00Z,CCC,MiamiBeach_C,3
Acropora_001309,"N-alpha-acetyltransferase 35, NatC auxiliary subunit",Acer_1090,277.4413745398615,0.511475268663525,2021-10-26T00:00:00Z,CCC,SunnyIsles_E,3
Acropora_001309,"N-alpha-acetyltransferase 35, NatC auxiliary subunit",Acer_1091,148.4397452945037,0.511475268663525,2021-10-26T00:00:00Z,CCC,Cheetos_B,2
Acropora_001309,"N-alpha-acetyltransferase 35, NatC auxiliary subunit",Acer_1092,200.57384718032822,0.511475268663525,2021-10-26T00:00:00Z,CCC,Cheetos_B,3
Acropora_001309,"N-alpha-acetyltransferase 35, NatC auxiliary subunit",Acer_1099,354.0479339947408,0.511475268663525,2021-10-26T00:00:00Z,CCC,Cheetos_B,1
Acropora_001309,"N-alpha-acetyltransferase 35, NatC auxiliary subunit",Acer_2263,73.84998285765893,0.511475268663525,2021-11-03T00:00:00Z,nursery,Cheetos_B,1
Acropora_001309,"N-alpha-acetyltransferase 35, NatC auxiliary subunit",Acer_2265,187.3146760109144,0.511475268663525,2021-11-03T00:00:00Z,nursery,Cheetos_B,3
Acropora_001309,"N-alpha-acetyltransferase 35, NatC auxiliary subunit",Acer_2266,143.84665836830422,0.511475268663525,2021-11-03T00:00:00Z,nursery,SunnyIsles_E,1
Acropora_001309,"N-alpha-acetyltransferase 35, NatC auxiliary subunit",Acer_2267,141.50155791300816,0.511475268663525,2021-11-03T00:00:00Z,nursery,SunnyIsles_E,2
Acropora_001309,"N-alpha-acetyltransferase 35, NatC auxiliary subunit",Acer_2268,201.2721688378407,0.511475268663525,2021-11-03T00:00:00Z,nursery,SunnyIsles_E,3
Acropora_001309,"N-alpha-acetyltransferase 35, NatC auxiliary subunit",Acer_2382,321.4135557742255,0.511475268663525,2021-11-03T00:00:00Z,nursery,MiamiBeach_C,1
Acropora_001309,"N-alpha-acetyltransferase 35, NatC auxiliary subunit",Acer_2384,142.79349155932232,0.511475268663525,2021-11-03T00:00:00Z,nursery,MiamiBeach_C,3
Acropora_001609,Pleckstrin homology domain.,Acer_1089,385.1264192293469,0.09769039032201579,2021-10-26T00:00:00Z,CCC,MiamiBeach_C,3
Acropora_001609,Pleckstrin homology domain.,Acer_1090,315.9186454614481,0.09769039032201579,2021-10-26T00:00:00Z,CCC,SunnyIsles_E,3
Acropora_001609,Pleckstrin homology domain.,Acer_1091,268.534212593072,0.09769039032201579,2021-10-26T00:00:00Z,CCC,Cheetos_B,2
Acropora_001609,Pleckstrin homology domain.,Acer_1092,240.32722229715003,0.09769039032201579,2021-10-26T00:00:00Z,CCC,Cheetos_B,3
Acropora_001609,Pleckstrin homology domain.,Acer_1099,100.92769159126094,0.09769039032201579,2021-10-26T00:00:00Z,CCC,Cheetos_B,1
Acropora_001609,Pleckstrin homology domain.,Acer_2263,271.3986870018965,0.09769039032201579,2021-11-03T00:00:00Z,nursery,Cheetos_B,1
Acropora_001609,Pleckstrin homology domain.,Acer_2265,268.9171091245801,0.09769039032201579,2021-11-03T00:00:00Z,nursery,Cheetos_B,3
Acropora_001609,Pleckstrin homology domain.,Acer_2266,174.1996229781299,0.09769039032201579,2021-11-03T00:00:00Z,nursery,SunnyIsles_E,1
Acropora_001609,Pleckstrin homology domain.,Acer_2267,289.155357474408,0.09769039032201579,2021-11-03T00:00:00Z,nursery,SunnyIsles_E,2
Acropora_001609,Pleckstrin homology domain.,Acer_2268,272.11997226876065,0.09769039032201579,2021-11-03T00:00:00Z,nursery,SunnyIsles_E,3
Acropora_001609,Pleckstrin homology domain.,Acer_2382,197.23104558872927,0.09769039032201579,2021-11-03T00:00:00Z,nursery,MiamiBeach_C,1
Acropora_001609,Pleckstrin homology domain.,Acer_2384,203.52175808455132,0.09769039032201579,2021-11-03T00:00:00Z,nursery,MiamiBeach_C,3
Acropora_001615,medium-chain fatty acid-CoA ligase activity,Acer_1089,1991.7416212040675,0.0957138098915913,2021-10-26T00:00:00Z,CCC,MiamiBeach_C,3
Acropora_001615,medium-chain fatty acid-CoA ligase activity,Acer_1090,1173.2192431880273,0.0957138098915913,2021-10-26T00:00:00Z,CCC,SunnyIsles_E,3
Acropora_001615,medium-chain fatty acid-CoA ligase activity,Acer_1091,1646.2639088691942,0.0957138098915913,2021-10-26T00:00:00Z,CCC,Cheetos_B,2
Acropora_001615,medium-chain fatty acid-CoA ligase activity,Acer_1092,1290.1777197004897,0.0957138098915913,2021-10-26T00:00:00Z,CCC,Cheetos_B,3
Acropora_001615,medium-chain fatty acid-CoA ligase activity,Acer_1099,945.195841886412,0.0957138098915913,2021-10-26T00:00:00Z,CCC,Cheetos_B,1
Acropora_001615,medium-chain fatty acid-CoA ligase activity,Acer_2263,1658.8552399401635,0.0957138098915913,2021-11-03T00:00:00Z,nursery,Cheetos_B,1
Acropora_001615,medium-chain fatty acid-CoA ligase activity,Acer_2265,977.374596611405,0.0957138098915913,2021-11-03T00:00:00Z,nursery,Cheetos_B,3
Acropora_001615,medium-chain fatty acid-CoA ligase activity,Acer_2266,1097.3256553508713,0.0957138098915913,2021-11-03T00:00:00Z,nursery,SunnyIsles_E,1
Acropora_001615,medium-chain fatty acid-CoA ligase activity,Acer_2267,1383.5707884827466,0.0957138098915913,2021-11-03T00:00:00Z,nursery,SunnyIsles_E,2
Acropora_001615,medium-chain fatty acid-CoA ligase activity,Acer_2268,844.5380204435796,0.0957138098915913,2021-11-03T00:00:00Z,nursery,SunnyIsles_E,3
Acropora_001615,medium-chain fatty acid-CoA ligase activity,Acer_2382,1256.4348089356088,0.0957138098915913,2021-11-03T00:00:00Z,nursery,MiamiBeach_C,1
Acropora_001615,medium-chain fatty acid-CoA ligase activity,Acer_2384,1626.5327601757288,0.0957138098915913,2021-11-03T00:00:00Z,nursery,MiamiBeach_C,3
Acropora_001962,Sulfotransferase family,Acer_1089,89.17098728663521,0.05622299479770401,2021-10-26T00:00:00Z,CCC,MiamiBeach_C,3
