gene,"datExpr[1, moduleColors == which.module]"
Acropora_000027,7.156161090892288
Acropora_000151,7.015825841024111
Acropora_000192,6.916128395207512
Acropora_000194,6.06872428280931
Acropora_000227,6.503770889236268
Acropora_000234,9.361589454696468
Acropora_000321,6.413144937743301
Acropora_000362,6.06872428280931
Acropora_000442,6.06872428280931
Acropora_000482,6.06872428280931
Acropora_000488,6.06872428280931
Acropora_000518,6.06872428280931
Acropora_000544,7.02746841509869
Acropora_000602,7.362081843980347
Acropora_000604,6.600550098974144
Acropora_000673,6.06872428280931
Acropora_000693,6.06872428280931
Acropora_000760,6.662496331467251
Acropora_000777,6.06872428280931
Acropora_000997,9.511772246578097
Acropora_001052,6.06872428280931
Acropora_001094,6.06872428280931
Acropora_001205,7.752157673754483
Acropora_001222,6.554665750878717
Acropora_001281,6.06872428280931
Acropora_001362,6.475864360144981
Acropora_001385,6.06872428280931
Acropora_001406,7.02746841509869
Acropora_001612,6.06872428280931
Acropora_001618,8.375413444757424
Acropora_001620,6.06872428280931
Acropora_001625,8.147935486541684
Acropora_001626,6.622008780494841
Acropora_001664,7.491298622858823
Acropora_001984,6.286864832792452
Acropora_001994,7.705684038979742
Acropora_002058,6.70025939099947
Acropora_002071,6.06872428280931
Acropora_002094,6.06872428280931
Acropora_002187,6.578146067130448
Acropora_002235,6.06872428280931
Acropora_002240,7.512571500873296
Acropora_002242,7.05028102199172
Acropora_002328,6.06872428280931
Acropora_002344,6.554665750878717
Acropora_002494,6.06872428280931
Acropora_002522,7.125695651075269
Acropora_002639,6.554665750878717
Acropora_002641,7.839998864006443
Acropora_002683,6.06872428280931
Acropora_002794,6.06872428280931
Acropora_002807,6.06872428280931
Acropora_002878,6.06872428280931
Acropora_002915,6.286864832792452
Acropora_002999,6.06872428280931
Acropora_003047,8.332957665591689
Acropora_003075,6.735761960103669
Acropora_003109,6.600550098974144
Acropora_003255,6.06872428280931
Acropora_003269,6.600550098974144
Acropora_003341,6.578146067130448
Acropora_003342,8.816907747099032
Acropora_003405,7.4474615646962965
Acropora_003431,6.06872428280931
Acropora_003443,6.992037931029528
Acropora_003548,6.06872428280931
Acropora_003559,6.286864832792452
Acropora_003646,6.06872428280931
Acropora_003658,6.06872428280931
Acropora_003673,6.554665750878717
Acropora_003709,6.916128395207512
Acropora_003869,6.06872428280931
Acropora_003880,6.7527767682399675
Acropora_003942,7.286558951679148
Acropora_003973,7.05028102199172
Acropora_003990,6.06872428280931
Acropora_004000,6.445840252729181
Acropora_004004,6.445840252729181
Acropora_004038,6.445840252729181
Acropora_004117,6.06872428280931
Acropora_004156,6.06872428280931
Acropora_004176,7.5673729230816775
Acropora_004191,6.06872428280931
Acropora_004195,6.7527767682399675
Acropora_004197,7.469602349255308
Acropora_004214,6.06872428280931
Acropora_004372,6.06872428280931
Acropora_004455,6.376929150798669
Acropora_004560,6.681686024153914
Acropora_004564,6.718269447106134
Acropora_004625,6.06872428280931
Acropora_004667,6.860994552003567
Acropora_004714,6.06872428280931
Acropora_004722,6.06872428280931
Acropora_004877,6.06872428280931
Acropora_004970,6.06872428280931
Acropora_005047,6.06872428280931
Acropora_005089,6.642628329400155
Acropora_005151,7.02746841509869
Acropora_005264,6.503770889236268
Acropora_005288,6.06872428280931
Acropora_005376,6.06872428280931
Acropora_005383,6.475864360144981
Acropora_005407,6.06872428280931
Acropora_005414,6.06872428280931
Acropora_005464,8.22823516291081
Acropora_005544,6.06872428280931
Acropora_005684,6.06872428280931
Acropora_005744,6.06872428280931
Acropora_005809,10.823575459203134
Acropora_005832,6.662496331467251
Acropora_005850,6.06872428280931
Acropora_005869,6.622008780494841
Acropora_005918,6.06872428280931
Acropora_005971,6.735761960103669
Acropora_006075,6.06872428280931
Acropora_006076,6.286864832792452
Acropora_006110,8.204662291948367
Acropora_006174,6.06872428280931
Acropora_006280,9.872524393330394
Acropora_006284,6.7855089078558395
Acropora_006314,6.06872428280931
Acropora_006364,6.06872428280931
Acropora_006433,6.06872428280931
Acropora_006519,6.916128395207512
Acropora_006527,6.06872428280931
Acropora_006582,7.839998864006443
Acropora_006671,6.06872428280931
Acropora_006729,6.06872428280931
Acropora_006745,6.06872428280931
Acropora_006767,6.335764003414168
Acropora_006778,6.06872428280931
Acropora_006792,6.06872428280931
Acropora_006798,6.06872428280931
Acropora_006802,6.06872428280931
Acropora_006804,6.223046340464026
Acropora_006809,7.632314987912171
Acropora_006844,6.735761960103669
Acropora_006997,6.578146067130448
Acropora_007014,6.335764003414168
Acropora_007059,6.662496331467251
Acropora_007194,6.286864832792452
Acropora_007198,6.06872428280931
Acropora_007273,6.554665750878717
Acropora_007275,6.681686024153914
Acropora_007321,9.590741935350204
Acropora_007413,6.735761960103669
Acropora_007457,6.06872428280931
Acropora_007498,6.06872428280931
Acropora_007553,6.642628329400155
Acropora_007566,6.335764003414168
Acropora_007631,6.06872428280931
Acropora_007722,6.554665750878717
Acropora_007770,6.7693488052258655
Acropora_007772,6.06872428280931
Acropora_007810,8.673918545140713
Acropora_007836,10.044847499335436
Acropora_007886,6.06872428280931
Acropora_007887,6.06872428280931
Acropora_007934,6.06872428280931
Acropora_007964,6.06872428280931
Acropora_008066,7.286558951679148
Acropora_008093,6.681686024153914
Acropora_008102,6.06872428280931
Acropora_008124,6.06872428280931
Acropora_008166,6.376929150798669
Acropora_008191,6.06872428280931
Acropora_008213,6.06872428280931
Acropora_008270,6.681686024153914
Acropora_008403,6.503770889236268
Acropora_008417,6.979879294002503
Acropora_008468,7.752157673754483
Acropora_008488,11.24411965843886
Acropora_008532,6.06872428280931
Acropora_008659,8.82192861465982
Acropora_008668,6.06872428280931
Acropora_008715,8.180654289775344
Acropora_008740,6.413144937743301
Acropora_008791,6.7527767682399675
Acropora_008801,6.335764003414168
Acropora_008815,6.06872428280931
Acropora_008863,6.06872428280931
Acropora_008889,6.06872428280931
Acropora_008926,6.718269447106134
Acropora_008928,6.06872428280931
Acropora_008993,6.06872428280931
Acropora_009057,6.681686024153914
Acropora_009085,6.445840252729181
Acropora_009148,6.06872428280931
Acropora_009151,6.642628329400155
Acropora_009154,7.02746841509869
Acropora_009215,6.06872428280931
Acropora_009367,6.223046340464026
Acropora_009428,6.06872428280931
Acropora_009569,6.223046340464026
Acropora_009614,8.399566868421656
Acropora_009639,6.06872428280931
Acropora_009708,6.06872428280931
Acropora_009709,6.06872428280931
Acropora_009732,6.578146067130448
Acropora_009784,6.06872428280931
Acropora_009822,6.846536118484794
Acropora_009885,6.06872428280931
Acropora_009943,6.06872428280931
Acropora_010038,6.662496331467251
Acropora_010096,6.06872428280931
Acropora_010152,6.06872428280931
Acropora_010249,6.642628329400155
Acropora_010351,6.376929150798669
Acropora_010372,6.578146067130448
Acropora_010413,6.06872428280931
Acropora_010427,6.286864832792452
Acropora_010455,6.801284460174952
Acropora_010460,6.335764003414168
Acropora_010464,6.06872428280931
Acropora_010476,6.223046340464026
Acropora_010478,6.06872428280931
Acropora_010490,6.06872428280931
Acropora_010518,6.06872428280931
Acropora_010591,6.06872428280931
Acropora_010762,7.02746841509869
Acropora_010805,6.889073626325562
Acropora_010809,6.06872428280931
Acropora_010810,6.578146067130448
Acropora_010989,6.942254809709575
Acropora_011005,6.06872428280931
Acropora_011023,6.376929150798669
Acropora_011091,6.06872428280931
Acropora_011104,7.896895151677735
Acropora_011137,6.06872428280931
Acropora_011138,7.600308692673335
Acropora_011165,6.06872428280931
Acropora_011208,6.718269447106134
Acropora_011265,6.286864832792452
Acropora_011266,6.06872428280931
Acropora_011273,6.735761960103669
