gene,annot,Sample_ID,Location,norm_expression,baseMean,log2FoldChange,lfcSE,pvalue,padj,Date_Sampled,Genotype,Replicate
Acropora_000386,outer dynein arm assembly,Acer_1089,CCC,9.537506190809221,617.0241553827569,0.4690899022679577,0.3062618574519888,0.05155859073421845,0.3380078841178482,2021-10-26T00:00:00Z,MiamiBeach_C,3
Acropora_000386,outer dynein arm assembly,Acer_1090,CCC,8.401346025640022,617.0241553827569,0.4690899022679577,0.3062618574519888,0.05155859073421845,0.3380078841178482,2021-10-26T00:00:00Z,SunnyIsles_E,3
Acropora_000386,outer dynein arm assembly,Acer_1091,CCC,8.215053356235183,617.0241553827569,0.4690899022679577,0.3062618574519888,0.05155859073421845,0.3380078841178482,2021-10-26T00:00:00Z,Cheetos_B,2
Acropora_000386,outer dynein arm assembly,Acer_1092,CCC,8.57973574664604,617.0241553827569,0.4690899022679577,0.3062618574519888,0.05155859073421845,0.3380078841178482,2021-10-26T00:00:00Z,Cheetos_B,3
Acropora_000386,outer dynein arm assembly,Acer_1099,CCC,7.852969812877452,617.0241553827569,0.4690899022679577,0.3062618574519888,0.05155859073421845,0.3380078841178482,2021-10-26T00:00:00Z,Cheetos_B,1
Acropora_000386,outer dynein arm assembly,Acer_2263,nursery,9.218253250373527,617.0241553827569,0.4690899022679577,0.3062618574519888,0.05155859073421845,0.3380078841178482,2021-11-03T00:00:00Z,Cheetos_B,1
Acropora_000386,outer dynein arm assembly,Acer_2265,nursery,8.790612823522837,617.0241553827569,0.4690899022679577,0.3062618574519888,0.05155859073421845,0.3380078841178482,2021-11-03T00:00:00Z,Cheetos_B,3
Acropora_000386,outer dynein arm assembly,Acer_2266,nursery,8.047135136396234,617.0241553827569,0.4690899022679577,0.3062618574519888,0.05155859073421845,0.3380078841178482,2021-11-03T00:00:00Z,SunnyIsles_E,1
Acropora_000386,outer dynein arm assembly,Acer_2267,nursery,9.483693641091913,617.0241553827569,0.4690899022679577,0.3062618574519888,0.05155859073421845,0.3380078841178482,2021-11-03T00:00:00Z,SunnyIsles_E,2
Acropora_000386,outer dynein arm assembly,Acer_2268,nursery,8.815171284481025,617.0241553827569,0.4690899022679577,0.3062618574519888,0.05155859073421845,0.3380078841178482,2021-11-03T00:00:00Z,SunnyIsles_E,3
Acropora_000386,outer dynein arm assembly,Acer_2382,nursery,9.283035345979316,617.0241553827569,0.4690899022679577,0.3062618574519888,0.05155859073421845,0.3380078841178482,2021-11-03T00:00:00Z,MiamiBeach_C,1
Acropora_000386,outer dynein arm assembly,Acer_2384,nursery,6.955747777284745,617.0241553827569,0.4690899022679577,0.3062618574519888,0.05155859073421845,0.3380078841178482,2021-11-03T00:00:00Z,MiamiBeach_C,3
